Date,Start Total,USA Count,USA %,Non-USA Count,Non-USA %,Blank Count,Blank %,End Total,Unchanged USA Count,Unchanged USA %,Unchanged Non-USA Count,Unchanged Non-USA %,Unchanged Blank Count,Unchanged Blank %,Unchanged Total,Additions,Additions USA Count,Additions USA %,Additions Non-USA Count,Additions Non-USA %,Additions Blank Count,Additions Blank %,Additions Total,Removals USA Count,Removals USA %,Removals Non-USA Count,Removals Non-USA %,Removals Blank Count,Removals Blank %,Removals Total,Amendments USA Count,Amendments USA %,Amendments Non-USA Count,Amendments Non-USA %,Amendments Blank Count,Amendments Blank %,Amendments Total,Duplicates USA Count,Duplicates Non-USA Count,Duplicates Blank Count,Duplicates USA %,Duplicates Non-USA %,Duplicates Blank %,Duplicates Total
2024-02-15,8571,7126,81.13400888079244,1643,18.706592280541955,14,0.159398838665604,8783,6385,80.47643055205444,1535,19.347113687925386,14,0.17645576002016636,7934,227,165,72.68722466960352,62,27.312775330396477,0,0.0,227,12,80.0,3,20.0,0,0.0,15,576,92.60450160771704,46,7.395498392282958,0,0.0,622,749,154,5,82.48898678414098,16.96035242290749,0.5506607929515419,908
2024-02-26,8783,7337,81.57660662663999,1643,18.267734044918836,14,0.155659328441183,8994,5723,78.20442743919104,1581,21.60426345996174,14,0.19130910084722602,7318,240,229,95.41666666666667,11,4.583333333333333,0,0.0,240,21,72.41379310344827,8,27.586206896551722,0,0.0,29,1385,96.44846796657382,51,3.5515320334261835,0,0.0,1436,774,155,5,82.86937901498929,16.595289079229122,0.5353319057815845,934
2024-03-04,8994,7092,81.42365097588979,1610,18.484500574052813,8,0.09184845005740529,8710,6083,79.89230365116889,1523,20.002626740215394,8,0.10506960861570791,7614,237,226,95.35864978902954,11,4.641350210970464,0,0.0,237,478,91.74664107485604,38,7.293666026871401,5,0.9596928982725527,521,783,91.1525029103609,76,8.847497089639116,0,0.0,859,176,105,1,62.4113475177305,37.234042553191486,0.3546099290780142,282
2024-03-11,8710,7111,81.45475372279496,1611,18.453608247422682,8,0.09163802978235967,8730,6912,81.2602868563367,1586,18.645661885727723,8,0.0940512579355749,8506,37,33,89.1891891891892,4,10.81081081081081,0,0.0,37,17,100.0,0,0.0,0,0.0,17,166,88.77005347593582,21,11.229946524064172,0,0.0,187,174,105,1,62.142857142857146,37.5,0.35714285714285715,280
2024-03-18,8730,7131,81.46921055638067,1614,18.439392208385698,8,0.09139723523363419,8753,6993,81.31395348837209,1599,18.593023255813954,8,0.09302325581395349,8600,25,19,76.0,6,24.0,0,0.0,25,1,50.0,1,50.0,0,0.0,2,119,92.96875,9,7.03125,0,0.0,128,172,105,1,61.87050359712231,37.76978417266187,0.3597122302158274,278
2024-03-25,8753,7156,81.49413506434347,1617,18.414759139050222,8,0.09110579660630908,8781,7113,81.4496736516661,1612,18.45871979846559,8,0.09160654986831558,8733,30,25,83.33333333333334,5,16.666666666666664,0,0.0,30,1,50.0,1,50.0,0,0.0,2,18,100.0,0,0.0,0,0.0,18,172,105,1,61.87050359712231,37.76978417266187,0.3597122302158274,278
2024-04-01,8781,7161,81.55107618722242,1612,18.35781801617128,8,0.09110579660630908,8781,6880,81.40085186938003,1564,18.504495977283483,8,0.09465215333648841,8452,23,20,86.95652173913044,3,13.043478260869565,0,0.0,23,19,82.6086956521739,4,17.391304347826086,0,0.0,23,261,85.29411764705883,45,14.705882352941178,0,0.0,306,174,109,1,61.267605633802816,38.38028169014084,0.35211267605633806,284
2024-04-08,8781,7165,81.51308304891923,1618,18.407281001137658,7,0.07963594994311718,8790,6853,81.4282319391635,1556,18.488593155893536,7,0.08317490494296577,8416,41,34,82.92682926829268,7,17.073170731707318,0,0.0,41,30,93.75,1,3.125,1,3.125,32,278,83.48348348348348,55,16.516516516516518,0,0.0,333,170,109,0,60.93189964157706,39.06810035842294,0.0,279
2024-04-15,8790,7160,81.49328477122695,1619,18.42704302299112,7,0.07967220578192578,8786,6960,81.39398900713367,1584,18.52414922231318,7,0.08186177055315168,8551,30,22,73.33333333333333,8,26.666666666666668,0,0.0,30,30,88.23529411764706,4,11.76470588235294,0,0.0,34,178,86.82926829268293,27,13.170731707317074,0,0.0,205,169,108,0,61.01083032490975,38.98916967509025,0.0,277
2024-04-22,8786,7171,81.5164260543367,1619,18.4040013641014,7,0.0795725815618961,8797,7006,81.52199208750291,1581,18.39655573656039,7,0.08145217593670002,8594,32,24,75.0,8,25.0,0,0.0,32,16,76.19047619047619,5,23.809523809523807,0,0.0,21,141,82.45614035087719,30,17.543859649122805,0,0.0,171,168,107,0,61.09090909090909,38.90909090909091,0.0,275
2024-04-30,8797,7199,81.49196287072674,1628,18.428797826579128,7,0.07923930269413629,8834,6623,84.06956080223407,1248,15.841584158415841,7,0.08885503935008886,7878,61,47,77.04918032786885,14,22.950819672131146,0,0.0,61,21,87.5,3,12.5,0,0.0,24,529,59.10614525139665,366,40.89385474860335,0,0.0,895,171,114,0,60.0,40.0,0.0,285
2024-05-06,8834,7203,81.48190045248869,1630,18.438914027149323,7,0.07918552036199095,8840,7162,81.47895335608646,1621,18.44141069397042,7,0.07963594994311718,8790,9,6,66.66666666666666,3,33.33333333333333,0,0.0,9,2,66.66666666666666,1,33.33333333333333,0,0.0,3,35,85.36585365853658,6,14.634146341463413,0,0.0,41,171,114,0,60.0,40.0,0.0,285
2024-05-13,8840,7208,81.46473779385171,1633,18.456148282097647,7,0.07911392405063292,8848,7169,81.47516763268553,1623,18.445277872485512,7,0.07955449482895784,8799,14,11,78.57142857142857,3,21.428571428571427,0,0.0,14,6,100.0,0,0.0,0,0.0,6,28,80.0,7,20.0,0,0.0,35,166,114,0,59.285714285714285,40.714285714285715,0.0,280
2024-05-20,8848,7230,81.510710259301,1633,18.410372040586246,7,0.07891770011273957,8870,7192,81.46805618486633,1629,18.45265065700045,7,0.07929315813321251,8828,26,25,96.15384615384616,1,3.8461538461538463,0,0.0,26,3,75.0,1,25.0,0,0.0,4,13,81.25,3,18.75,0,0.0,16,166,114,0,59.285714285714285,40.714285714285715,0.0,280
2024-05-27,8870,7282,81.54535274356103,1642,18.387458006718923,6,0.0671892497200448,8930,7208,81.5107995024313,1629,18.4213502205134,6,0.06785027705529798,8843,60,51,85.0,9,15.0,0,0.0,60,0,0.0,0,0.0,0,0.0,0,23,85.18518518518519,4,14.814814814814813,0,0.0,27,166,116,0,58.86524822695035,41.13475177304964,0.0,282
2024-06-03,8930,7317,81.58100122644665,1646,18.352101683576763,6,0.06689708997658601,8969,7243,81.50106897715764,1638,18.43141667604366,6,0.06751434679869472,8887,40,34,85.0,6,15.0,0,0.0,40,1,100.0,0,0.0,0,0.0,1,40,95.23809523809523,2,4.761904761904762,0,0.0,42,167,115,0,59.21985815602837,40.78014184397163,0.0,282
2024-06-10,8969,7353,81.59121171770973,1653,18.342210386151798,6,0.06657789613848203,9012,7295,81.56305903398928,1643,18.369856887298745,6,0.06708407871198568,8944,44,36,81.81818181818183,8,18.181818181818183,0,0.0,44,0,0.0,1,100.0,0,0.0,1,22,91.66666666666666,2,8.333333333333332,0,0.0,24,167,117,0,58.80281690140845,41.19718309859155,0.0,284
2024-06-17,9012,7375,81.56381331563813,1661,18.369829683698295,6,0.06635700066357,9042,7332,81.55728587319243,1652,18.375973303670744,6,0.06674082313681869,8990,32,24,75.0,8,25.0,0,0.0,32,2,100.0,0,0.0,0,0.0,2,19,95.0,1,5.0,0,0.0,20,166,117,0,58.657243816254415,41.342756183745585,0.0,283
2024-06-24,9042,7382,81.50601744507011,1669,18.427735453240587,6,0.06624710168930109,9057,7365,81.55243051710774,1660,18.38113165762374,6,0.06643782526851955,9031,15,7,46.666666666666664,8,53.333333333333336,0,0.0,15,0,0.0,0,0.0,0,0.0,0,10,90.9090909090909,1,9.090909090909092,0,0.0,11,168,117,0,58.94736842105262,41.05263157894737,0.0,285
2024-07-01,9057,7389,81.42148760330579,1680,18.512396694214875,6,0.06611570247933884,9075,7371,81.50154798761609,1667,18.432109685979654,6,0.06634232640424591,9044,21,9,42.857142857142854,12,57.14285714285714,0,0.0,21,2,66.66666666666666,1,33.33333333333333,0,0.0,3,9,90.0,1,10.0,0,0.0,10,170,117,0,59.23344947735192,40.76655052264808,0.0,287
2024-07-08,9075,7398,81.37718622813772,1687,18.55681443185568,6,0.06599934000659993,9091,7377,81.42384105960265,1677,18.509933774834437,6,0.06622516556291391,9060,17,9,52.94117647058824,8,47.05882352941176,0,0.0,17,0,0.0,1,100.0,0,0.0,1,12,85.71428571428571,2,14.285714285714285,0,0.0,14,170,117,0,59.23344947735192,40.76655052264808,0.0,287
2024-07-15,9091,7415,81.33157837007788,1696,18.602610507842492,6,0.06581112207963145,9117,7378,81.3630348478165,1684,18.570798411998236,6,0.06616674018526687,9068,27,18,66.66666666666666,9,33.33333333333333,0,0.0,27,1,100.0,0,0.0,0,0.0,1,19,86.36363636363636,3,13.636363636363635,0,0.0,22,170,117,0,59.23344947735192,40.76655052264808,0.0,287
2024-09-02,9117,7500,81.28319063617644,1721,18.65178281131462,6,0.06502655250894115,9227,7002,80.58464725515019,1681,19.34629991943837,6,0.06905282541143976,8689,118,90,76.27118644067797,28,23.728813559322035,0,0.0,118,5,62.5,3,37.5,0,0.0,8,408,97.14285714285714,12,2.857142857142857,0,0.0,420,172,117,0,59.515570934256054,40.484429065743946,0.0,289
2024-09-09,9227,7504,81.2472932005197,1726,18.687743611953227,6,0.06496318752706799,9236,7386,81.0935441370224,1716,18.84057971014493,6,0.06587615283267458,9108,14,9,64.28571428571429,5,35.714285714285715,0,0.0,14,5,100.0,0,0.0,0,0.0,5,109,95.6140350877193,5,4.385964912280701,0,0.0,114,171,117,0,59.375,40.625,0.0,288
2024-09-16,9236,7515,81.23446113933629,1730,18.700681007458652,6,0.06485785320505892,9251,7235,80.97369893676553,1694,18.959149412423056,6,0.06715165081141578,8935,17,12,70.58823529411765,5,29.411764705882355,0,0.0,17,1,50.0,1,50.0,0,0.0,2,268,89.63210702341136,31,10.367892976588628,0,0.0,299,170,116,0,59.44055944055944,40.55944055944056,0.0,286
2024-09-23,9251,7528,81.199439111207,1737,18.735842951137958,6,0.06471793765505339,9271,7443,81.09609936805404,1729,18.8385269121813,6,0.06537371976465461,9178,21,13,61.904761904761905,8,38.095238095238095,0,0.0,21,0,0.0,1,100.0,0,0.0,1,72,100.0,0,0.0,0,0.0,72,170,116,0,59.44055944055944,40.55944055944056,0.0,286
2024-09-30,9271,7536,81.16316639741518,1743,18.772213247172857,6,0.06462035541195477,9285,7392,80.93726048395928,1735,18.997043687725828,6,0.065695828314902,9133,24,17,70.83333333333334,7,29.166666666666668,0,0.0,24,9,90.0,1,10.0,0,0.0,10,127,99.21875,1,0.78125,0,0.0,128,168,116,0,59.154929577464785,40.845070422535215,0.0,284
2024-10-07,9285,7546,81.09618484685653,1753,18.839333691563674,6,0.0644814615797958,9305,7430,80.98092643051771,1739,18.95367847411444,6,0.0653950953678474,9175,22,11,50.0,11,50.0,0,0.0,22,1,50.0,1,50.0,0,0.0,2,105,97.22222222222221,3,2.7777777777777777,0,0.0,108,168,116,0,59.154929577464785,40.845070422535215,0.0,284
2024-10-14,9305,7557,81.03152476946171,1763,18.904138966330688,6,0.06433626420759168,9326,7440,80.87835634308077,1753,19.05641917599739,6,0.06522448092183933,9199,22,12,54.54545454545454,10,45.45454545454545,0,0.0,22,1,100.0,0,0.0,0,0.0,1,105,100.0,0,0.0,0,0.0,105,168,116,0,59.154929577464785,40.845070422535215,0.0,284
2024-10-21,9326,7567,80.9911163437868,1770,18.944664454671948,6,0.06421920154126083,9343,7487,80.94054054054054,1757,18.994594594594595,6,0.06486486486486487,9250,17,10,58.82352941176471,7,41.17647058823529,0,0.0,17,0,0.0,0,0.0,0,0.0,0,70,92.10526315789474,6,7.894736842105263,0,0.0,76,168,116,0,59.154929577464785,40.845070422535215,0.0,284
2024-10-28,9343,7584,80.99967958987504,1773,18.93623838513297,6,0.06408202499198974,9363,7446,80.77674115860273,1766,19.158168800173573,6,0.06509004122369277,9218,21,17,80.95238095238095,4,19.047619047619047,0,0.0,21,1,100.0,0,0.0,0,0.0,1,121,97.58064516129032,3,2.4193548387096775,0,0.0,124,168,116,0,59.154929577464785,40.845070422535215,0.0,284
2024-11-04,9363,7590,80.96863665457649,1778,18.967356518028588,6,0.06400682739492213,9374,7492,80.8285683460999,1771,19.106699751861044,6,0.0647319020390549,9269,13,7,53.84615384615385,6,46.15384615384615,0,0.0,13,1,50.0,1,50.0,0,0.0,2,91,98.91304347826086,1,1.0869565217391304,0,0.0,92,168,115,0,59.36395759717315,40.63604240282685,0.0,283
2024-11-11,9374,7597,80.93969742169187,1783,18.9963775836352,6,0.06392499467291711,9386,7468,80.72640795589666,1777,19.20873419089828,6,0.06485785320505892,9251,13,7,53.84615384615385,6,46.15384615384615,0,0.0,13,0,0.0,1,100.0,0,0.0,1,122,100.0,0,0.0,0,0.0,122,168,115,0,59.36395759717315,40.63604240282685,0.0,283
2024-11-18,9386,7605,80.86984262016163,1793,19.066354742662696,6,0.06380263717566993,9404,7445,80.65215036290759,1780,19.282851262051782,6,0.06499837504062399,9231,23,12,52.17391304347826,11,47.82608695652174,0,0.0,23,4,80.0,1,20.0,0,0.0,5,148,98.66666666666667,2,1.3333333333333335,0,0.0,150,170,115,0,59.64912280701754,40.35087719298245,0.0,285
2024-11-25,9404,7619,80.8553539212565,1798,19.08097208956808,6,0.06367398917542184,9423,7541,80.73875802997858,1793,19.197002141327623,6,0.06423982869379015,9340,21,16,76.19047619047619,5,23.809523809523807,0,0.0,21,2,100.0,0,0.0,0,0.0,2,62,100.0,0,0.0,0,0.0,62,170,115,0,59.64912280701754,40.35087719298245,0.0,285
2024-12-02,9423,7623,80.84632516703786,1800,19.09004136175628,6,0.06363347120585428,9429,7569,80.7532273551691,1798,19.18275898858423,6,0.06401365624666595,9373,6,4,66.66666666666666,2,33.33333333333333,0,0.0,6,0,0.0,0,0.0,0,0.0,0,50,100.0,0,0.0,0,0.0,50,170,115,0,59.64912280701754,40.35087719298245,0.0,285
2024-12-09,9429,7637,80.84047845876998,1804,19.096009315126494,6,0.06351222610352493,9447,7553,80.70306656694092,1800,19.232824019660217,6,0.0641094133988674,9359,18,14,77.77777777777779,4,22.22222222222222,0,0.0,18,0,0.0,0,0.0,0,0.0,0,70,100.0,0,0.0,0,0.0,70,171,115,0,59.79020979020979,40.20979020979021,0.0,286
2024-12-16,9447,7641,80.80583756345177,1809,19.13071065989848,6,0.06345177664974619,9456,7349,80.25554220814676,1802,19.67893414873867,6,0.06552364311455718,9157,30,25,83.33333333333334,5,16.666666666666664,0,0.0,30,21,100.0,0,0.0,0,0.0,21,267,99.25650557620817,2,0.7434944237918215,0,0.0,269,168,115,0,59.36395759717315,40.63604240282685,0.0,283
2024-12-23,9456,7645,80.72861668426611,1819,19.208025343189018,6,0.06335797254487857,9470,7192,79.88448295012773,1805,20.048872598022882,6,0.06664445184938354,9003,48,41,85.41666666666666,7,14.583333333333334,0,0.0,48,34,100.0,0,0.0,0,0.0,34,412,98.32935560859188,7,1.6706443914081146,0,0.0,419,165,116,0,58.718861209964416,41.281138790035584,0.0,281
2024-12-30,9470,7625,80.64516129032258,1824,19.291380222104706,6,0.06345848757271286,9455,7351,80.13735964242886,1816,19.797231004033577,6,0.06540935353755586,9173,17,12,70.58823529411765,5,29.411764705882355,0,0.0,17,32,100.0,0,0.0,0,0.0,32,262,98.86792452830188,3,1.1320754716981132,0,0.0,265,159,116,0,57.81818181818181,42.18181818181818,0.0,275
2025-01-06,9455,7627,80.62367864693447,1827,19.31289640591966,6,0.06342494714587738,9460,7413,80.22727272727272,1821,19.707792207792206,6,0.06493506493506493,9240,27,21,77.77777777777779,6,22.22222222222222,0,0.0,27,21,95.45454545454545,1,4.545454545454546,0,0.0,22,193,100.0,0,0.0,0,0.0,193,162,116,0,58.27338129496403,41.726618705035975,0.0,278
2025-01-13,9460,7631,80.58929137184498,1832,19.34734396451579,6,0.06336466363924385,9469,7466,80.30547488437129,1825,19.62998816822631,6,0.06453694740238787,9297,23,18,78.26086956521739,5,21.73913043478261,0,0.0,23,14,100.0,0,0.0,0,0.0,14,147,98.65771812080537,2,1.342281879194631,0,0.0,149,162,116,0,58.27338129496403,41.726618705035975,0.0,278
2025-01-20,9469,7639,80.51222596964587,1843,19.424536256323776,6,0.06323777403035413,9488,7472,80.33544780131169,1823,19.600043006128374,6,0.06450919255993978,9301,25,15,60.0,10,40.0,0,0.0,25,6,100.0,0,0.0,0,0.0,6,152,93.82716049382715,10,6.172839506172839,0,0.0,162,162,116,0,58.27338129496403,41.726618705035975,0.0,278
2025-01-27,9488,7646,80.49268344036214,1847,19.444152016001684,6,0.06316454363617223,9499,7572,80.37363337225347,1843,19.56267912111241,6,0.06368750663411527,9421,15,11,73.33333333333333,4,26.666666666666668,0,0.0,15,4,100.0,0,0.0,0,0.0,4,63,100.0,0,0.0,0,0.0,63,162,116,0,58.27338129496403,41.726618705035975,0.0,278
2025-02-03,9499,7661,80.48114297720349,1852,19.45582519172182,6,0.06303183107469272,9519,7584,80.40712468193384,1842,19.529262086513995,6,0.06361323155216285,9432,26,20,76.92307692307693,6,23.076923076923077,0,0.0,26,6,100.0,0,0.0,0,0.0,6,57,93.44262295081968,4,6.557377049180328,0,0.0,61,166,116,0,58.86524822695035,41.13475177304964,0.0,282
2025-02-10,9519,7664,80.45349569598991,1856,19.483518790678144,6,0.06298551333193365,9526,7587,80.33672172808132,1851,19.5997458703939,6,0.06353240152477764,9444,9,5,55.55555555555556,4,44.44444444444444,0,0.0,9,2,100.0,0,0.0,0,0.0,2,72,98.63013698630137,1,1.36986301369863,0,0.0,73,166,116,0,58.86524822695035,41.13475177304964,0.0,282
2025-02-17,9526,7680,80.41884816753927,1864,19.51832460732984,6,0.06282722513089005,9550,7588,80.32179527892453,1853,19.61469249497195,6,0.06351222610352493,9447,27,19,70.37037037037037,8,29.629629629629626,0,0.0,27,3,100.0,0,0.0,0,0.0,3,73,96.05263157894737,3,3.9473684210526314,0,0.0,76,166,116,0,58.86524822695035,41.13475177304964,0.0,282
2025-02-24,9550,7689,80.35322395234613,1874,19.584073570906053,6,0.06270247674783154,9569,7563,80.26106335561923,1854,19.675262655205348,6,0.06367398917542184,9423,25,14,56.00000000000001,11,44.0,0,0.0,25,5,83.33333333333334,1,16.666666666666664,0,0.0,6,112,92.56198347107438,9,7.43801652892562,0,0.0,121,165,115,0,58.92857142857143,41.07142857142857,0.0,280
2025-03-03,9569,7706,80.34615785632364,1879,19.591283494943177,6,0.06255864873318737,9591,7565,80.13771186440678,1869,19.798728813559322,6,0.0635593220338983,9440,27,22,81.48148148148148,5,18.51851851851852,0,0.0,27,5,100.0,0,0.0,0,0.0,5,119,95.96774193548387,5,4.032258064516129,0,0.0,124,165,115,0,58.92857142857143,41.07142857142857,0.0,280
2025-03-10,9591,7727,80.31389668433636,1888,19.62373973599418,6,0.06236357966947303,9621,7581,80.11201521716158,1876,19.824579942935642,6,0.06340483990277924,9463,34,24,70.58823529411765,10,29.411764705882355,0,0.0,34,3,75.0,1,25.0,0,0.0,4,122,98.38709677419355,2,1.6129032258064515,0,0.0,124,166,115,0,59.07473309608541,40.92526690391459,0.0,281
2025-03-17,9621,7737,80.30932115424538,1891,19.628399418725348,6,0.062279427029271334,9634,7703,80.27303042934555,1887,19.664443518132554,6,0.06252605252188412,9596,15,12,80.0,3,20.0,0,0.0,15,2,100.0,0,0.0,0,0.0,2,22,95.65217391304348,1,4.3478260869565215,0,0.0,23,168,115,0,59.36395759717315,40.63604240282685,0.0,283
2025-03-24,9634,7755,80.32939714108142,1893,19.60845245494096,6,0.06215040397762585,9654,7717,80.28506034124013,1889,19.65251768622555,6,0.062421972534332085,9612,22,19,86.36363636363636,3,13.636363636363635,0,0.0,22,2,100.0,0,0.0,0,0.0,2,19,95.0,1,5.0,0,0.0,20,168,115,0,59.36395759717315,40.63604240282685,0.0,283
